NAME,BRAND,UNIT,CATEGORY,SUB-CATEGORY,SKU (Leave blank to auto generate sku),BARCODE TYPE,MANAGE STOCK (1=yes 0=No),ALERT QUANTITY,EXPIRES IN,EXPIRY PERIOD UNIT (months/days),APPLICABLE TAX,Selling Price Tax Type (inclusive or exclusive),PRODUCT TYPE (single or variable),VARIATION NAME (Keep blank if product type is single),VARIATION VALUES (| seperated values & blank if product type if single),VARIATION SKUs (| seperated values & blank if product type if single),PURCHASE PRICE (Including tax),PURCHASE PRICE (Excluding tax),PROFIT MARGIN,SELLING PRICE,OPENING STOCK,LOCATION,EXPIRY DATE,ENABLE IMEI OR SERIAL NUMBER(1=yes 0=No),WEIGHT,RACK,ROW,POSITION,IMAGE,PRODUCT DESCRIPTION,CUSTOM FIELD 1,CUSTOM FIELD 2,CUSTOM FIELD 3,CUSTOM FIELD 4,NOT FOR SELLING(1=yes 0=No),PRODUCT LOCATIONS
Cloma 0.5 mg,Biopharma Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,5.75,,5.75,,,,0,,,,,,,Clonazepam,0.5 mg,,,0,
Cloles 10 mg,Doctor’s Chemical Works Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Atorvastatin Calcium,10 mg,,,0,
Clogrel Plus 75 mg+75 mg,Ad-din Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,11.00,,11.00,,,,0,,,,,,,Clopidogrel + Aspirin,75 mg+75 mg,,,0,
Clogrel 75 mg,Ad-din Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,9.00,,9.00,,,,0,,,,,,,Clopidogrel Bisulphate,75 mg,,,0,
Clognil Plus 75 mg+75 mg,Orion Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.04,,12.04,,,,0,,,,,,,Clopidogrel + Aspirin,75 mg+75 mg,,,0,
Clognil 75 mg,Orion Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Clopidogrel Bisulphate,75 mg,,,0,
Clogfree Plus 75 mg+75 mg,Asiatic Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Clopidogrel + Aspirin,75 mg+75 mg,,,0,
Clogfree 75 mg,Asiatic Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Clopidogrel Bisulphate,75 mg,,,0,
Clofranil 25 mg,Sun Pharmaceutical Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,5.50,,5.50,,,,0,,,,,,,Clomipramine Hydrochloride,25 mg,,,0,
Clofenac SR 100 mg,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,4.02,,4.02,,,,0,,,,,,,Diclofenac Sodium,100 mg,,,0,
Clofenac Plus (75 mg+20 mg)/2 ml,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,15.10,,15.10,,,,0,,,,,,,Diclofenac Sodium + Lidocaine Hydrochloride,(75 mg+20 mg)/2 ml,,,0,
Clofenac DT 50 mg,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,4.02,,4.02,,,,0,,,,,,,Diclofenac Sodium,50 mg,,,0,
Clofenac 50 mg,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,15.10,,15.10,,,,0,,,,,,,Diclofenac Sodium,50 mg,,,0,
Clofenac 25 mg,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.09,,12.09,,,,0,,,,,,,Diclofenac Sodium,25 mg,,,0,
Clofenac 12.5 mg,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,9.06,,9.06,,,,0,,,,,,,Diclofenac Sodium,12.5 mg,,,0,
Clofenac 1% w/w,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,40.00,,40.00,,,,0,,,,,,,Diclofenac Sodium,1% w/w,,,0,
Clofenac 50 mg,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,1.51,,1.51,,,,0,,,,,,,Diclofenac Sodium,50 mg,,,0,
Clofen TR 100 mg,Cosmic Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.08,,3.08,,,,0,,,,,,,Diclofenac Sodium,100 mg,,,0,
Clof 100 mg,Biopharma Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,4.00,,4.00,,,,0,,,,,,,Aceclofenac,100 mg,,,0,
Cloderm 1%,General Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,35.20,,35.20,,,,0,,,,,,,Clotrimazole (Topical),1%,,,0,
Clodal 1%,Globe Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,25.00,,25.00,,,,0,,,,,,,Clotrimazole (Topical),1%,,,0,
Clocef 500 mg,Amico Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,45.00,,45.00,,,,0,,,,,,,Cefaclor Monohydrate,500 mg,,,0,
Clocef 125 mg/5 ml,Amico Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,175.00,,175.00,,,,0,,,,,,,Cefaclor Monohydrate,125 mg/5 ml,,,0,
Clocard-A 75 mg+75 mg,Aristopharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Clopidogrel + Aspirin,75 mg+75 mg,,,0,
Clocard 75 mg,Aristopharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,11.00,,11.00,,,,0,,,,,,,Clopidogrel Bisulphate,75 mg,,,0,
Clobid 10 mg,Medimet Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.00,,3.00,,,,0,,,,,,,Clobazam,10 mg,,,0,
Acilog Mix 30%+70%,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,825.00,,825.00,,,,0,,,,,,,Biphasic Insulin Aspart [rDNA],30%+70%,,,0,
Clopid-AS 75 mg+75 mg,Drug International Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Clopidogrel + Aspirin,75 mg+75 mg,,,0,
Clopid 75 mg,Drug International Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Clopidogrel Bisulphate,75 mg,,,0,
Clopam 2 mg,Sharif Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Clonazepam,2 mg,,,0,
Clopam 0.5 mg,Sharif Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,5.00,,5.00,,,,0,,,,,,,Clonazepam,0.5 mg,,,0,
Clonzy 1 mg,Pharmasia Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,9.00,,9.00,,,,0,,,,,,,Clonazepam,1 mg,,,0,
Clonzy 0.5 mg,Pharmasia Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Clonazepam,0.5 mg,,,0,
Clonzy 2 mg,Pharmasia Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Clonazepam,2 mg,,,0,
Clontas 75 mg+75 mg,Opsonin Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Clopidogrel + Aspirin,75 mg+75 mg,,,0,
Clont 75 mg,Opsonin Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.03,,12.03,,,,0,,,,,,,Clopidogrel Bisulphate,75 mg,,,0,
Clonium 2 mg,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Clonazepam,2 mg,,,0,
Clonium 1 mg,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Clonazepam,1 mg,,,0,
Clonium 0.5 mg,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,6.50,,6.50,,,,0,,,,,,,Clonazepam,0.5 mg,,,0,
Clonipres 0.1 mg,Navana Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.03,,8.03,,,,0,,,,,,,Clonidine Hydrochloride,0.1 mg,,,0,
Clonil 2 mg,Jenphar Bangladesh Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Clonazepam,2 mg,,,0,
Clonil 0.5 mg,Jenphar Bangladesh Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Clonazepam,0.5 mg,,,0,
Clonepam 2 mg,Pacific Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Clonazepam,2 mg,,,0,
Clonepam 0.5 mg,Pacific Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Clonazepam,0.5 mg,,,0,
Clonatril 2 mg,Healthcare Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Clonazepam,2 mg,,,0,
Clonatril 1 mg,Healthcare Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Clonazepam,1 mg,,,0,
Clonatril 0.5 mg,Healthcare Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Clonazepam,0.5 mg,,,0,
Clonate-NN (0.5 mg+5 mg+1 Lac IU)/gm,Kemiko Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,75.22,,75.22,,,,0,,,,,,,Clobetasol Propionate + Neomycin Sulphate + Nystatin,(0.5 mg+5 mg+1 Lac IU)/gm,,,0,
Clonate 0.05%,Kemiko Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,50.14,,50.14,,,,0,,,,,,,Clobetasol Propionate (Topical Preparation),0.05%,,,0,
Clonapin 2 mg,Popular Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Clonazepam,2 mg,,,0,
Clonapin 0.5 mg,Popular Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,5.00,,5.00,,,,0,,,,,,,Clonazepam,0.5 mg,,,0,
Clonapin 1 mg,Popular Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,7.00,,7.00,,,,0,,,,,,,Clonazepam,1 mg,,,0,
Clonapex 0.5 mg,Apex Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,5.50,,5.50,,,,0,,,,,,,Clonazepam,0.5 mg,,,0,
Clonapex 2 mg,Apex Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Clonazepam,2 mg,,,0,
Clonac TR 100 mg,Somatec Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,3.01,,3.01,,,,0,,,,,,,Diclofenac Sodium,100 mg,,,0,
Clonaben 0.5 mg,Benham Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Clonazepam,0.5 mg,,,0,
Clonaben 2 mg,Benham Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Clonazepam,2 mg,,,0,
Acilog Mix 30%+70%,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,450.00,,450.00,,,,0,,,,,,,Biphasic Insulin Aspart [rDNA],30%+70%,,,0,
Cloron 2 mg,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Clonazepam,2 mg,,,0,
Cloron 1 mg,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,8.00,,8.00,,,,0,,,,,,,Clonazepam,1 mg,,,0,
Cloron 2.5 mg/ml,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,80.00,,80.00,,,,0,,,,,,,Clonazepam,2.5 mg/ml,,,0,
Cloron 0.5 mg,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,6.00,,6.00,,,,0,,,,,,,Clonazepam,0.5 mg,,,0,
Cloron 2 mg,Eskayef Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Clonazepam,2 mg,,,0,
Clorocef 125 mg/1.25 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,130.00,,130.00,,,,0,,,,,,,Cefaclor Monohydrate,125 mg/1.25 ml,,,0,
Clorocef 250 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,22.00,,22.00,,,,0,,,,,,,Cefaclor Monohydrate,250 mg,,,0,
Clorocef 125 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,205.00,,205.00,,,,0,,,,,,,Cefaclor Monohydrate,125 mg/5 ml,,,0,
Clorocef 500 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,40.00,,40.00,,,,0,,,,,,,Cefaclor Monohydrate,500 mg,,,0,
Clori HC 1%+1%,Amulet Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,35.00,,35.00,,,,0,,,,,,,Clotrimazole + Hydrocortisone,1%+1%,,,0,
Clorel-A 75 mg+75 mg,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.04,,12.04,,,,0,,,,,,,Clopidogrel + Aspirin,75 mg+75 mg,,,0,
Clorel 75 mg,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.04,,12.04,,,,0,,,,,,,Clopidogrel Bisulphate,75 mg,,,0,
Cloramin 2 mg/5 ml,Orion Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,21.85,,21.85,,,,0,,,,,,,Chlorpheniramine Maleate,2 mg/5 ml,,,0,
Cloram-D 0.1%+0.5%,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,70.00,,70.00,,,,0,,,,,,,Dexamethasone + Chloramphenicol,0.1%+0.5%,,,0,
Cloram 0.50%,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,34.39,,34.39,,,,0,,,,,,,Chloramphenicol (Ophthalmic),0.50%,,,0,
Cloram 1%,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,13.00,,13.00,,,,0,,,,,,,Chloramphenicol (Ophthalmic),1%,,,0,
Cloradex 0.1%+0.5%,Navana Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,70.00,,70.00,,,,0,,,,,,,Dexamethasone + Chloramphenicol,0.1%+0.5%,,,0,
Cloplet 75 mg,Nuvista Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Clopidogrel Bisulphate,75 mg,,,0,
Clopixol Depot 200 mg/ml,Lundbeck Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,433.31,,433.31,,,,0,,,,,,,Zuclopenthixol,200 mg/ml,,,0,
Clopixol Acuphase 50 mg/ml,Lundbeck Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,521.40,,521.40,,,,0,,,,,,,Zuclopenthixol,50 mg/ml,,,0,
Clopixol 10 mg,Lundbeck Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,15.93,,15.93,,,,0,,,,,,,Zuclopenthixol,10 mg,,,0,
Clopirox 1%,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,110.00,,110.00,,,,0,,,,,,,Ciclopirox Olamine (Cream),1%,,,0,
Clopirox 1%,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,350.00,,350.00,,,,0,,,,,,,Ciclopirox Olamine (Shampoo),1%,,,0,
Clopirel 75 mg,Novo Healthcare and Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Clopidogrel Bisulphate,75 mg,,,0,
Clopilet A 75 mg+75 mg,Sun Pharmaceutical Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Clopidogrel + Aspirin,75 mg+75 mg,,,0,
Clopilet 75 mg,Sun Pharmaceutical Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.00,,12.00,,,,0,,,,,,,Clopidogrel Bisulphate,75 mg,,,0,
Clopigel Plus 75 mg+75 mg,Pacific Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Clopidogrel + Aspirin,75 mg+75 mg,,,0,
Clopigel 75 mg,Pacific Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,9.10,,9.10,,,,0,,,,,,,Clopidogrel Bisulphate,75 mg,,,0,
Clopidol Plus 75 mg+75 mg,Alco Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,12.04,,12.04,,,,0,,,,,,,Clopidogrel + Aspirin,75 mg+75 mg,,,0,
Clopidol 75 mg,Alco Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.03,,10.03,,,,0,,,,,,,Clopidogrel Bisulphate,75 mg,,,0,
Acilog 100 IU/ml,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,825.00,,825.00,,,,0,,,,,,,Protamine Crystallised Insulin Aspart,100 IU/ml,,,0,
Cloxacin 500 mg,Pharmadesh Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.53,,10.53,,,,0,,,,,,,Cloxacillin Sodium,500 mg,,,0,
Cloxacin 125 mg/5 ml,Pharmadesh Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,72.27,,72.27,,,,0,,,,,,,Cloxacillin Sodium,125 mg/5 ml,,,0,
Clox-F DS 250 mg/5 ml,Asiatic Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,110.00,,110.00,,,,0,,,,,,,Flucloxacillin Sodium,250 mg/5 ml,,,0,
Clox-F 250 mg,Asiatic Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,5.00,,5.00,,,,0,,,,,,,Flucloxacillin Sodium,250 mg,,,0,
Clox-F 125 mg/5 ml,Asiatic Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,60.00,,60.00,,,,0,,,,,,,Flucloxacillin Sodium,125 mg/5 ml,,,0,
Clox-F 500 mg,Asiatic Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Flucloxacillin Sodium,500 mg,,,0,
Clovir 200 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,14.00,,14.00,,,,0,,,,,,,Acyclovir (Oral),200 mg,,,0,
Clovir 400 mg,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,22.00,,22.00,,,,0,,,,,,,Acyclovir (Oral),400 mg,,,0,
Clovir 5% w/w,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,40.00,,40.00,,,,0,,,,,,,Acyclovir (Topical),5% w/w,,,0,
Clovir 3%,Ibn Sina Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,100.00,,100.00,,,,0,,,,,,,Acyclovir (Ophthalmic),3%,,,0,
Clovcare 3 gm/100 ml,The White Horse Pharma,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,75.00,,75.00,,,,0,,,,,,,Clove oil,3 gm/100 ml,,,0,
Clovate N (0.5 mg+5 mg+1 Lac IU)/gm,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,70.21,,70.21,,,,0,,,,,,,Clobetasol Propionate + Neomycin Sulphate + Nystatin,(0.5 mg+5 mg+1 Lac IU)/gm,,,0,
Clovate N (0.5 mg+5 mg+1 Lac IU)/gm,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,65.20,,65.20,,,,0,,,,,,,Clobetasol Propionate + Neomycin Sulphate + Nystatin,(0.5 mg+5 mg+1 Lac IU)/gm,,,0,
Clovate 0.05%,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,58.17,,58.17,,,,0,,,,,,,Clobetasol Propionate (Topical Preparation),0.05%,,,0,
Clovate 0.05%,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,68.20,,68.20,,,,0,,,,,,,Clobetasol Propionate (Topical Preparation),0.05%,,,0,
Clovate 0.05%,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,200.60,,200.60,,,,0,,,,,,,Clobetasol Propionate (Scalp Preparation),0.05%,,,0,
Clotzol 1%,Sharif Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,29.08,,29.08,,,,0,,,,,,,Clotrimazole (Topical),1%,,,0,
Clotrizole 1%,Reman Drug Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,30.11,,30.11,,,,0,,,,,,,Clotrimazole (Topical),1%,,,0,
Clotrimazole 1%,Amico Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,35.00,,35.00,,,,0,,,,,,,Clotrimazole (Topical),1%,,,0,
Clotrim 200 mg,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,20.13,,20.13,,,,0,,,,,,,Clotrimazole (Vaginal suppository),200 mg,,,0,
Clotrim 1%,ACME Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,18.37,,18.37,,,,0,,,,,,,Clotrimazole (Topical),1%,,,0,
Clotison 1%+1%,Biopharma Laboratories Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,30.00,,30.00,,,,0,,,,,,,Clotrimazole + Hydrocortisone,1%+1%,,,0,
Clotinil 75 mg,Rephco Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,11.00,,11.00,,,,0,,,,,,,Clopidogrel Bisulphate,75 mg,,,0,
Clotinex 8000 Anti-Xa IU/0.8 ml,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,651.95,,651.95,,,,0,,,,,,,Enoxaparin Sodium,8000 Anti-Xa IU/0.8 ml,,,0,
Clotinex 4000 Anti-Xa IU/0.4 ml,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,451.36,,451.36,,,,0,,,,,,,Enoxaparin Sodium,4000 Anti-Xa IU/0.4 ml,,,0,
Clotinex 6000 Anti-Xa IU/0.6 ml,Square Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,576.73,,576.73,,,,0,,,,,,,Enoxaparin Sodium,6000 Anti-Xa IU/0.6 ml,,,0,
Clotech-D 500 mg/100 ml,Opso Saline Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,170.00,,170.00,,,,0,,,,,,,Sodium Hypochlorite,500 mg/100 ml,,,0,
Closten 1%,Alco Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,28.80,,28.80,,,,0,,,,,,,Clotrimazole (Topical),1%,,,0,
Closon 0.05%+1%,Medicon Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,28.00,,28.00,,,,0,,,,,,,Betamethasone + Clotrimazole,0.05%+1%,,,0,
Closalic 0.05%+3%,Ziska Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,70.00,,70.00,,,,0,,,,,,,Clobetasol Propionate + Salicylic Acid,0.05%+3%,,,0,
Acilog 100 IU/ml,ACI Limited,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,450.00,,450.00,,,,0,,,,,,,Protamine Crystallised Insulin Aspart,100 IU/ml,,,0,
Co-dopa 250 mg+25 mg,UniMed UniHealth,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Levodopa + Carbidopa (FC tablet),250 mg+25 mg,,,0,
Co-Disys 5 mg+80 mg,Healthcare Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,10.00,,10.00,,,,0,,,,,,,Amlodipine Besilate + Valsartan,5 mg+80 mg,,,0,
Co-Disys 10 mg+160 mg,Healthcare Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,19.00,,19.00,,,,0,,,,,,,Amlodipine Besilate + Valsartan,10 mg+160 mg,,,0,
Co-Disys 5 mg+160 mg,Healthcare Pharmaceuticals Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,18.00,,18.00,,,,0,,,,,,,Amlodipine Besilate + Valsartan,5 mg+160 mg,,,0,
Co-Diovan 160 mg+12.5 mg,Novartis (Bangladesh) Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,66.20,,66.20,,,,0,,,,,,,Valsartan + Hydrochlorothiazide,160 mg+12.5 mg,,,0,
Co-Diovan 80 mg+12.5 mg,Novartis (Bangladesh) Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,48.14,,48.14,,,,0,,,,,,,Valsartan + Hydrochlorothiazide,80 mg+12.5 mg,,,0,
Co-Diovan 160 mg+25 mg,Novartis (Bangladesh) Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,66.20,,66.20,,,,0,,,,,,,Valsartan + Hydrochlorothiazide,160 mg+25 mg,,,0,
Co-axet 250 mg+62.5 mg,Orion Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,30.09,,30.09,,,,0,,,,,,,Cefuroxime Axetil + Clavulanic Acid,250 mg+62.5 mg,,,0,
Co-axet (125 mg+31.25 mg)/5 ml,Orion Pharma Ltd.,pcs,allopathic,,,,1,,,,,exclusive,single,,,,,250.00,,250.00,,,,0,,,,,,,Cefuroxime Axetil + Clavulanic Acid,(125 mg+31.25 mg)/5 ml,,,0,
